	highly_variable
ENSG00000179304	False
ENSG00000179314	True
ENSG00000179331	True
ENSG00000179335	False
ENSG00000179344	False
ENSG00000179348	True
ENSG00000179361	False
ENSG00000179363	False
ENSG00000179364	False
ENSG00000179387	False
ENSG00000179388	False
ENSG00000179397	False
ENSG00000179399	False
ENSG00000179403	True
ENSG00000179407	False
ENSG00000179409	False
ENSG00000179412	False
ENSG00000179431	True
ENSG00000179454	False
ENSG00000179455	True
ENSG00000179456	True
ENSG00000179468	False
ENSG00000179476	False
ENSG00000179477	False
ENSG00000179520	False
ENSG00000179526	False
ENSG00000179528	False
ENSG00000179532	False
ENSG00000179542	True
ENSG00000179546	False
ENSG00000179562	False
ENSG00000179564	False
ENSG00000179580	False
ENSG00000179583	False
ENSG00000179588	False
ENSG00000179593	True
ENSG00000179598	False
ENSG00000179600	True
ENSG00000179603	False
ENSG00000179604	True
ENSG00000179615	False
ENSG00000179626	False
ENSG00000179627	False
ENSG00000179630	False
ENSG00000179632	False
ENSG00000179636	False
ENSG00000179639	False
ENSG00000179673	False
ENSG00000179674	True
ENSG00000179695	False
ENSG00000179698	False
ENSG00000179709	False
ENSG00000179715	False
ENSG00000179750	True
ENSG00000179751	True
ENSG00000179761	False
ENSG00000179772	False
ENSG00000179774	False
ENSG00000179776	True
ENSG00000179796	False
ENSG00000179813	False
ENSG00000179817	True
ENSG00000179820	True
ENSG00000179826	True
ENSG00000179832	False
ENSG00000179833	False
ENSG00000179841	False
ENSG00000179846	False
ENSG00000179855	False
ENSG00000179862	False
ENSG00000179869	False
ENSG00000179873	False
ENSG00000179886	False
ENSG00000179889	False
ENSG00000179902	False
ENSG00000179909	False
ENSG00000179912	False
ENSG00000179913	True
ENSG00000179914	True
ENSG00000179915	False
ENSG00000179918	True
ENSG00000179919	False
ENSG00000179921	False
ENSG00000179922	False
ENSG00000179930	False
ENSG00000179933	False
ENSG00000179934	False
ENSG00000179938	False
ENSG00000179941	False
ENSG00000179943	False
ENSG00000179950	False
ENSG00000179954	False
ENSG00000179958	False
ENSG00000179965	False
ENSG00000179981	False
ENSG00000179988	False
ENSG00000180008	False
ENSG00000180011	False
ENSG00000180016	True
ENSG00000180035	False
ENSG00000180043	False
ENSG00000180044	False
ENSG00000180053	True
ENSG00000180061	True
ENSG00000180071	True
ENSG00000180083	False
ENSG00000180089	False
ENSG00000180090	True
ENSG00000180096	False
ENSG00000180098	False
ENSG00000180104	False
ENSG00000180113	False
ENSG00000180116	True
ENSG00000180138	False
ENSG00000180155	False
ENSG00000180176	False
ENSG00000180182	False
ENSG00000180185	False
ENSG00000180190	True
ENSG00000180198	False
ENSG00000180205	True
ENSG00000180209	False
ENSG00000180210	False
ENSG00000180219	False
ENSG00000180228	False
ENSG00000180233	False
ENSG00000180245	False
ENSG00000180251	False
ENSG00000180257	True
ENSG00000180259	False
ENSG00000180263	False
ENSG00000180269	False
ENSG00000180287	True
ENSG00000180304	False
ENSG00000180305	True
ENSG00000180316	False
ENSG00000180318	True
ENSG00000180329	False
ENSG00000180332	True
ENSG00000180336	False
ENSG00000180340	True
ENSG00000180346	False
ENSG00000180347	False
ENSG00000180353	False
ENSG00000180354	False
ENSG00000180357	False
ENSG00000180370	False
ENSG00000180376	False
ENSG00000180383	True
ENSG00000180386	False
ENSG00000180389	True
ENSG00000180398	False
ENSG00000180423	False
ENSG00000180424	False
ENSG00000180425	False
ENSG00000180432	False
ENSG00000180433	False
ENSG00000180438	False
ENSG00000180440	False
ENSG00000180447	False
ENSG00000180448	True
ENSG00000180475	True
ENSG00000180479	False
ENSG00000180481	False
ENSG00000180483	False
ENSG00000180488	False
ENSG00000180509	False
ENSG00000180525	False
ENSG00000180530	True
ENSG00000180532	False
ENSG00000180535	False
ENSG00000180537	True
ENSG00000180543	True
ENSG00000180549	False
ENSG00000180573	True
ENSG00000180574	False
ENSG00000180592	False
ENSG00000180596	False
ENSG00000180611	True
ENSG00000180613	True
ENSG00000180616	False
ENSG00000180626	False
ENSG00000180628	True
ENSG00000180638	False
ENSG00000180644	False
ENSG00000180658	False
ENSG00000180660	False
ENSG00000180667	False
ENSG00000180694	True
ENSG00000180697	False
ENSG00000180708	False
ENSG00000180720	False
ENSG00000180730	True
ENSG00000180739	True
ENSG00000180745	True
ENSG00000180758	True
ENSG00000180767	False
ENSG00000180772	False
ENSG00000180773	True
ENSG00000180776	False
ENSG00000180777	False
ENSG00000180785	True
ENSG00000180787	False
ENSG00000180801	True
ENSG00000180806	True
ENSG00000180815	False
ENSG00000180817	False
ENSG00000180818	True
ENSG00000180822	False
ENSG00000180828	False
ENSG00000180834	False
ENSG00000180855	False
ENSG00000180871	False
ENSG00000180872	False
ENSG00000180875	False
ENSG00000180878	False
ENSG00000180879	False
ENSG00000180881	False
ENSG00000180884	False
ENSG00000180891	True
ENSG00000180900	False
ENSG00000180901	False
ENSG00000180902	False
ENSG00000180914	False
ENSG00000180917	False
ENSG00000180919	False
ENSG00000180921	True
ENSG00000180929	False
ENSG00000180934	True
ENSG00000180938	False
ENSG00000180953	False
ENSG00000180957	False
ENSG00000180974	False
ENSG00000180979	False
ENSG00000180988	False
ENSG00000180992	False
ENSG00000180998	False
ENSG00000180999	False
ENSG00000181001	False
ENSG00000181004	False
ENSG00000181007	False
ENSG00000181009	False
ENSG00000181019	True
ENSG00000181023	False
ENSG00000181026	False
ENSG00000181027	False
ENSG00000181029	False
ENSG00000181031	True
ENSG00000181035	False
ENSG00000181036	False
ENSG00000181038	False
ENSG00000181045	True
ENSG00000181061	False
ENSG00000181072	True
ENSG00000181074	False
ENSG00000181085	True
ENSG00000181090	False
ENSG00000181092	True
ENSG00000181104	True
ENSG00000181135	False
ENSG00000181143	True
ENSG00000181163	False
ENSG00000181191	True
ENSG00000181192	False
ENSG00000181195	False
ENSG00000181215	True
ENSG00000181218	True
ENSG00000181220	False
ENSG00000181222	False
ENSG00000181234	True
ENSG00000181240	False
ENSG00000181264	False
ENSG00000181273	True
ENSG00000181274	False
ENSG00000181284	False
ENSG00000181291	False
ENSG00000181315	False
ENSG00000181322	False
ENSG00000181323	False
ENSG00000181350	False
ENSG00000181355	False
ENSG00000181371	False
ENSG00000181374	True
ENSG00000181378	False
ENSG00000181381	True
ENSG00000181392	False
ENSG00000181396	False
ENSG00000181404	False
ENSG00000181408	False
ENSG00000181409	False
ENSG00000181418	False
ENSG00000181433	True
ENSG00000181444	False
ENSG00000181449	True
ENSG00000181450	False
ENSG00000181458	True
ENSG00000181467	False
ENSG00000181472	False
ENSG00000181481	True
ENSG00000181499	False
ENSG00000181513	False
ENSG00000181518	False
ENSG00000181523	True
ENSG00000181541	True
ENSG00000181544	False
ENSG00000181552	True
ENSG00000181555	False
ENSG00000181562	False
ENSG00000181577	False
ENSG00000181585	False
ENSG00000181588	False
ENSG00000181609	False
ENSG00000181610	False
ENSG00000181616	False
ENSG00000181617	True
ENSG00000181619	False
ENSG00000181625	False
ENSG00000181626	False
ENSG00000181631	False
ENSG00000181634	True
ENSG00000181638	False
ENSG00000181649	True
ENSG00000181652	False
ENSG00000181656	False
ENSG00000181666	True
ENSG00000181690	False
ENSG00000181693	False
ENSG00000181698	False
ENSG00000181704	False
ENSG00000181718	False
ENSG00000181722	False
ENSG00000181733	False
ENSG00000181744	False
ENSG00000181751	True
ENSG00000181752	False
ENSG00000181754	False
ENSG00000181761	False
ENSG00000181767	False
ENSG00000181773	False
ENSG00000181778	True
ENSG00000181781	False
ENSG00000181785	False
ENSG00000181786	False
ENSG00000181788	False
ENSG00000181789	False
ENSG00000181790	False
ENSG00000181804	False
ENSG00000181817	False
ENSG00000181826	False
ENSG00000181827	False
ENSG00000181830	False
ENSG00000181847	False
ENSG00000181852	False
ENSG00000181856	False
ENSG00000181867	False
ENSG00000181873	False
ENSG00000181885	True
ENSG00000181894	False
ENSG00000181896	False
ENSG00000181903	True
ENSG00000181904	False
ENSG00000181915	False
ENSG00000181924	False
ENSG00000181927	False
ENSG00000181929	False
ENSG00000181938	False
ENSG00000181939	False
ENSG00000181958	True
ENSG00000181961	True
ENSG00000181963	False
ENSG00000181965	False
ENSG00000181982	False
ENSG00000181991	False
ENSG00000182004	False
ENSG00000182010	False
ENSG00000182013	True
ENSG00000182022	True
ENSG00000182035	True
ENSG00000182040	False
ENSG00000182050	False
ENSG00000182053	True
ENSG00000182054	True
ENSG00000182070	False
ENSG00000182077	True
ENSG00000182083	False
ENSG00000182087	False
ENSG00000182093	False
ENSG00000182095	True
ENSG00000182103	False
ENSG00000182107	True
ENSG00000182108	False
ENSG00000182111	True
ENSG00000182117	False
ENSG00000182118	True
ENSG00000182132	True
ENSG00000182134	True
ENSG00000182141	False
ENSG00000182149	False
ENSG00000182150	False
ENSG00000182154	False
ENSG00000182156	False
ENSG00000182158	True
ENSG00000182162	False
ENSG00000182168	False
ENSG00000182170	False
ENSG00000182173	False
ENSG00000182175	False
ENSG00000182177	False
ENSG00000182179	True
ENSG00000182180	False
ENSG00000182183	False
ENSG00000182185	False
ENSG00000182187	False
ENSG00000182195	True
ENSG00000182196	False
ENSG00000182197	True
ENSG00000182199	False
ENSG00000182208	False
ENSG00000182218	False
ENSG00000182220	False
ENSG00000182223	False
ENSG00000182224	False
ENSG00000182230	False
ENSG00000182240	True
ENSG00000182247	True
ENSG00000182253	True
ENSG00000182255	False
ENSG00000182256	True
ENSG00000182257	False
ENSG00000182261	False
ENSG00000182263	False
ENSG00000182264	False
ENSG00000182271	False
ENSG00000182272	True
ENSG00000182287	True
ENSG00000182307	False
ENSG00000182308	False
ENSG00000182315	True
ENSG00000182318	False
ENSG00000182324	False
ENSG00000182325	False
ENSG00000182326	True
ENSG00000182327	False
ENSG00000182329	False
ENSG00000182330	True
ENSG00000182333	True
ENSG00000182334	False
ENSG00000182346	False
ENSG00000182348	False
ENSG00000182359	False
ENSG00000182362	False
ENSG00000182372	False
ENSG00000182378	True
ENSG00000182379	False
ENSG00000182389	False
ENSG00000182393	False
ENSG00000182400	False
ENSG00000182405	False
ENSG00000182415	False
ENSG00000182446	False
ENSG00000182447	True
ENSG00000182450	False
ENSG00000182459	False
ENSG00000182463	False
ENSG00000182472	False
ENSG00000182473	False
ENSG00000182481	False
ENSG00000182489	False
ENSG00000182492	False
ENSG00000182504	False
ENSG00000182508	False
ENSG00000182511	False
ENSG00000182512	False
ENSG00000182518	False
ENSG00000182521	False
ENSG00000182533	False
ENSG00000182534	True
ENSG00000182541	True
ENSG00000182544	False
ENSG00000182545	False
ENSG00000182551	False
ENSG00000182552	False
ENSG00000182557	False
ENSG00000182566	False
ENSG00000182568	False
ENSG00000182575	False
ENSG00000182578	False
ENSG00000182580	True
ENSG00000182583	True
ENSG00000182585	True
ENSG00000182591	True
ENSG00000182600	False
ENSG00000182601	False
ENSG00000182606	False
ENSG00000182612	False
ENSG00000182613	False
ENSG00000182621	True
ENSG00000182628	False
ENSG00000182631	False
ENSG00000182634	False
ENSG00000182636	True
ENSG00000182645	True
ENSG00000182652	False
ENSG00000182667	True
ENSG00000182670	False
ENSG00000182674	False
ENSG00000182676	False
ENSG00000182685	False
ENSG00000182687	False
ENSG00000182698	False
ENSG00000182700	False
ENSG00000182704	True
ENSG00000182712	False
ENSG00000182718	True
ENSG00000182732	False
ENSG00000182742	True
ENSG00000182747	False
ENSG00000182749	True
ENSG00000182752	False
ENSG00000182759	False
ENSG00000182768	False
ENSG00000182771	False
ENSG00000182774	False
ENSG00000182782	False
ENSG00000182783	False
ENSG00000182791	False
ENSG00000182793	False
ENSG00000182795	True
ENSG00000182798	False
ENSG00000182809	True
ENSG00000182810	False
ENSG00000182816	False
ENSG00000182827	False
ENSG00000182831	False
ENSG00000182836	True
ENSG00000182853	False
ENSG00000182854	False
ENSG00000182858	False
ENSG00000182866	False
ENSG00000182870	True
ENSG00000182871	True
ENSG00000182872	False
ENSG00000182885	False
ENSG00000182890	False
ENSG00000182896	False
ENSG00000182898	True
ENSG00000182899	False
ENSG00000182901	False
ENSG00000182902	False
ENSG00000182903	False
ENSG00000182916	True
ENSG00000182919	False
ENSG00000182923	False
ENSG00000182931	False
ENSG00000182934	False
ENSG00000182938	True
ENSG00000182944	False
ENSG00000182950	False
ENSG00000182952	False
ENSG00000182957	False
ENSG00000182963	True
ENSG00000182968	True
ENSG00000182973	False
ENSG00000182974	False
ENSG00000182979	False
ENSG00000182983	True
ENSG00000182985	True
ENSG00000182986	True
ENSG00000182993	False
ENSG00000183010	True
ENSG00000183011	False
ENSG00000183018	False
ENSG00000183019	False
ENSG00000183020	False
ENSG00000183023	False
ENSG00000183024	False
ENSG00000183032	False
ENSG00000183034	False
ENSG00000183035	True
ENSG00000183036	False
ENSG00000183044	False
ENSG00000183048	True
ENSG00000183049	False
ENSG00000183054	False
ENSG00000183060	False
ENSG00000183066	False
ENSG00000183067	False
ENSG00000183072	True
ENSG00000183077	False
ENSG00000183087	True
ENSG00000183090	False
ENSG00000183091	False
ENSG00000183092	False
ENSG00000183098	True
ENSG00000183111	False
ENSG00000183114	False
ENSG00000183117	True
ENSG00000183128	False
ENSG00000183134	False
ENSG00000183137	False
ENSG00000183145	False
ENSG00000183146	True
ENSG00000183148	False
ENSG00000183150	False
ENSG00000183153	False
ENSG00000183155	False
ENSG00000183160	False
ENSG00000183161	False
ENSG00000183166	True
ENSG00000183172	False
ENSG00000183185	False
ENSG00000183186	False
ENSG00000183196	False
ENSG00000183206	False
ENSG00000183207	False
ENSG00000183208	False
ENSG00000183230	False
ENSG00000183246	False
ENSG00000183248	False
ENSG00000183251	True
ENSG00000183255	False
ENSG00000183258	False
ENSG00000183260	False
ENSG00000183269	False
ENSG00000183273	True
ENSG00000183281	False
ENSG00000183283	False
ENSG00000183287	True
ENSG00000183291	False
ENSG00000183292	False
ENSG00000183303	False
ENSG00000183304	False
ENSG00000183305	True
ENSG00000183307	False
ENSG00000183309	False
ENSG00000183310	False
ENSG00000183313	False
ENSG00000183317	False
ENSG00000183318	False
ENSG00000183323	False
ENSG00000183324	True
ENSG00000183336	False
ENSG00000183337	True
ENSG00000183340	False
ENSG00000183346	False
ENSG00000183347	True
ENSG00000183354	False
ENSG00000183378	True
ENSG00000183379	False
ENSG00000183386	True
ENSG00000183389	True
ENSG00000183395	False
ENSG00000183396	False
ENSG00000183397	False
ENSG00000183401	False
ENSG00000183421	True
ENSG00000183423	False
ENSG00000183426	False
ENSG00000183431	False
ENSG00000183434	True
ENSG00000183439	True
ENSG00000183454	False
ENSG00000183474	False
ENSG00000183475	False
ENSG00000183476	False
ENSG00000183479	False
ENSG00000183484	False
ENSG00000183486	True
ENSG00000183495	False
ENSG00000183496	False
ENSG00000183508	False
ENSG00000183513	False
ENSG00000183520	False
ENSG00000183527	False
ENSG00000183530	False
ENSG00000183542	False
ENSG00000183549	True
ENSG00000183559	False
ENSG00000183569	False
ENSG00000183570	False
ENSG00000183571	False
ENSG00000183576	False
ENSG00000183578	False
ENSG00000183579	False
ENSG00000183580	True
ENSG00000183597	False
ENSG00000183598	False
ENSG00000183605	False
ENSG00000183607	True
ENSG00000183615	False
ENSG00000183617	False
ENSG00000183621	False
ENSG00000183624	False
ENSG00000183625	False
ENSG00000183628	True
ENSG00000183629	False
ENSG00000183631	True
ENSG00000183632	True
ENSG00000183638	False
ENSG00000183640	True
ENSG00000183644	False
ENSG00000183647	False
ENSG00000183648	False
ENSG00000183654	True
ENSG00000183655	False
ENSG00000183662	False
ENSG00000183665	True
ENSG00000183668	False
ENSG00000183671	False
ENSG00000183682	False
ENSG00000183684	False
ENSG00000183691	True
ENSG00000183695	False
ENSG00000183696	True
ENSG00000183706	True
ENSG00000183709	False
ENSG00000183715	True
ENSG00000183718	False
ENSG00000183722	True
ENSG00000183723	False
ENSG00000183726	False
ENSG00000183733	True
ENSG00000183734	True
ENSG00000183735	False
ENSG00000183741	True
ENSG00000183742	True
ENSG00000183747	True
ENSG00000183751	False
ENSG00000183753	False
ENSG00000183760	True
ENSG00000183762	False
ENSG00000183763	False
ENSG00000183765	False
ENSG00000183770	True
ENSG00000183773	False
ENSG00000183775	False
ENSG00000183778	False
ENSG00000183779	True
ENSG00000183780	True
ENSG00000183783	True
ENSG00000183784	False
ENSG00000183785	False
ENSG00000183793	True
ENSG00000183795	False
ENSG00000183798	False
ENSG00000183801	False
ENSG00000183807	True
ENSG00000183808	False
ENSG00000183813	False
ENSG00000183814	False
ENSG00000183826	False
ENSG00000183828	True
ENSG00000183831	False
ENSG00000183833	False
ENSG00000183837	False
ENSG00000183840	True
ENSG00000183844	False
ENSG00000183850	False
ENSG00000183853	True
ENSG00000183856	False
ENSG00000183862	False
ENSG00000183864	False
ENSG00000183873	False
ENSG00000183876	True
ENSG00000183878	True
ENSG00000183888	True
ENSG00000183889	False
ENSG00000183891	False
ENSG00000183908	True
ENSG00000183914	False
ENSG00000183918	False
ENSG00000183943	True
ENSG00000183955	False
ENSG00000183960	False
ENSG00000183963	True
ENSG00000183971	False
ENSG00000183978	False
ENSG00000183979	False
ENSG00000184005	False
ENSG00000184007	False
ENSG00000184009	False
ENSG00000184012	True
ENSG00000184014	True
ENSG00000184022	False
ENSG00000184029	True
ENSG00000184032	True
ENSG00000184033	False
ENSG00000184047	False
ENSG00000184056	False
ENSG00000184058	True
ENSG00000184060	False
ENSG00000184076	False
ENSG00000184083	False
ENSG00000184108	False
ENSG00000184110	False
ENSG00000184113	False
ENSG00000184117	True
ENSG00000184140	False
ENSG00000184144	False
ENSG00000184148	True
ENSG00000184154	False
ENSG00000184155	False
ENSG00000184156	False
ENSG00000184160	False
ENSG00000184162	False
ENSG00000184163	False
ENSG00000184164	False
ENSG00000184166	False
ENSG00000184178	False
ENSG00000184182	False
ENSG00000184185	False
ENSG00000184194	False
ENSG00000184203	False
ENSG00000184205	False
ENSG00000184206	False
ENSG00000184207	False
ENSG00000184208	False
ENSG00000184209	False
ENSG00000184210	False
ENSG00000184216	False
ENSG00000184220	False
ENSG00000184221	False
ENSG00000184226	False
ENSG00000184227	True
ENSG00000184232	True
ENSG00000184254	True
ENSG00000184260	False
ENSG00000184261	False
ENSG00000184270	False
ENSG00000184271	False
ENSG00000184276	False
ENSG00000184277	False
ENSG00000184281	False
ENSG00000184292	True
ENSG00000184293	False
ENSG00000184302	False
ENSG00000184304	True
ENSG00000184305	False
ENSG00000184307	False
ENSG00000184313	False
ENSG00000184321	False
ENSG00000184330	True
ENSG00000184343	False
ENSG00000184344	True
ENSG00000184345	False
ENSG00000184347	True
ENSG00000184349	True
ENSG00000184350	False
ENSG00000184351	True
ENSG00000184357	False
ENSG00000184361	False
ENSG00000184363	True
ENSG00000184368	False
ENSG00000184371	True
ENSG00000184374	False
ENSG00000184378	False
ENSG00000184381	False
ENSG00000184384	True
ENSG00000184388	False
ENSG00000184394	False
ENSG00000184402	False
ENSG00000184408	False
ENSG00000184428	False
ENSG00000184432	False
ENSG00000184434	False
ENSG00000184436	False
ENSG00000184445	False
ENSG00000184451	False
ENSG00000184454	False
ENSG00000184459	False
ENSG00000184465	True
ENSG00000184470	False
ENSG00000184471	False
ENSG00000184481	False
ENSG00000184486	True
ENSG00000184489	False
ENSG00000184492	False
ENSG00000184497	False
ENSG00000184500	True
ENSG00000184502	True
ENSG00000184507	False
ENSG00000184508	False
ENSG00000184515	False
ENSG00000184517	False
ENSG00000184524	False
ENSG00000184530	False
ENSG00000184544	True
ENSG00000184545	False
ENSG00000184557	True
ENSG00000184560	False
ENSG00000184564	True
ENSG00000184571	False
ENSG00000184574	False
ENSG00000184575	False
ENSG00000184584	True
ENSG00000184588	True
ENSG00000184599	False
ENSG00000184601	False
ENSG00000184602	False
ENSG00000184611	True
ENSG00000184613	False
ENSG00000184619	False
ENSG00000184634	False
ENSG00000184635	True
ENSG00000184640	True
ENSG00000184647	False
ENSG00000184650	False
ENSG00000184659	False
ENSG00000184661	True
ENSG00000184672	False
ENSG00000184675	False
ENSG00000184677	False
ENSG00000184678	False
ENSG00000184697	False
ENSG00000184698	False
ENSG00000184702	True
ENSG00000184708	False
ENSG00000184709	False
ENSG00000184719	True
ENSG00000184724	False
ENSG00000184730	False
ENSG00000184731	True
ENSG00000184735	True
ENSG00000184743	False
ENSG00000184752	False
ENSG00000184761	False
ENSG00000184785	True
ENSG00000184786	False
ENSG00000184787	False
ENSG00000184788	False
ENSG00000184792	False
ENSG00000184811	False
ENSG00000184814	False
ENSG00000184828	False
ENSG00000184831	False
ENSG00000184838	True
ENSG00000184840	False
ENSG00000184845	True
ENSG00000184857	False
ENSG00000184860	True
ENSG00000184863	False
ENSG00000184887	True
ENSG00000184895	True
ENSG00000184897	True
ENSG00000184898	False
ENSG00000184900	False
ENSG00000184903	False
ENSG00000184905	True
ENSG00000184908	False
ENSG00000184911	False
ENSG00000184916	True
ENSG00000184922	True
ENSG00000184923	False
ENSG00000184924	False
ENSG00000184925	False
ENSG00000184933	False
ENSG00000184937	True
ENSG00000184939	False
ENSG00000184945	False
ENSG00000184949	False
ENSG00000184954	True
ENSG00000184956	False
ENSG00000184967	False
ENSG00000184979	True
ENSG00000184983	False
ENSG00000184984	False
ENSG00000184985	True
ENSG00000184986	False
ENSG00000184988	False
ENSG00000184990	True
ENSG00000184992	False
ENSG00000184995	False
ENSG00000184999	True
ENSG00000185000	False
ENSG00000185002	True
ENSG00000185008	False
ENSG00000185009	False
ENSG00000185010	False
ENSG00000185013	False
ENSG00000185015	False
ENSG00000185019	False
ENSG00000185022	True
ENSG00000185024	False
ENSG00000185028	False
ENSG00000185033	True
ENSG00000185038	False
ENSG00000185040	False
ENSG00000185043	False
ENSG00000185046	False
ENSG00000185049	False
ENSG00000185052	False
ENSG00000185053	True
ENSG00000185055	False
ENSG00000185056	False
ENSG00000185069	False
ENSG00000185070	True
ENSG00000185085	False
ENSG00000185088	True
ENSG00000185090	True
ENSG00000185100	False
ENSG00000185101	True
ENSG00000185104	True
ENSG00000185105	False
ENSG00000185112	False
ENSG00000185115	False
ENSG00000185122	False
ENSG00000185127	True
ENSG00000185129	False
ENSG00000185130	False
ENSG00000185133	False
ENSG00000185149	True
ENSG00000185155	False
ENSG00000185156	True
ENSG00000185158	False
ENSG00000185163	False
ENSG00000185164	False
ENSG00000185176	False
ENSG00000185177	False
ENSG00000185187	True
ENSG00000185189	False
ENSG00000185198	False
ENSG00000185201	True
ENSG00000185215	True
ENSG00000185219	False
ENSG00000185220	False
ENSG00000185231	False
ENSG00000185236	False
ENSG00000185238	False
ENSG00000185245	False
ENSG00000185246	False
ENSG00000185247	True
ENSG00000185250	False
ENSG00000185252	False
ENSG00000185261	False
ENSG00000185262	True
ENSG00000185264	False
ENSG00000185267	False
ENSG00000185269	False
ENSG00000185271	False
ENSG00000185272	False
ENSG00000185274	True
ENSG00000185278	False
ENSG00000185290	True
ENSG00000185291	False
ENSG00000185294	False
ENSG00000185298	False
ENSG00000185303	False
ENSG00000185304	False
ENSG00000185305	False
ENSG00000185306	True
ENSG00000185313	False
ENSG00000185324	False
ENSG00000185332	False
ENSG00000185338	False
ENSG00000185339	True
ENSG00000185340	True
ENSG00000185344	False
ENSG00000185345	False
ENSG00000185347	False
ENSG00000185352	True
ENSG00000185359	False
ENSG00000185361	False
ENSG00000185372	False
ENSG00000185379	False
ENSG00000185385	False
ENSG00000185386	True
ENSG00000185404	True
ENSG00000185414	False
ENSG00000185418	False
ENSG00000185420	False
ENSG00000185432	True
ENSG00000185436	False
ENSG00000185437	False
ENSG00000185442	False
ENSG00000185448	False
ENSG00000185453	False
ENSG00000185467	False
ENSG00000185475	False
ENSG00000185477	False
ENSG00000185479	True
ENSG00000185480	False
ENSG00000185482	False
ENSG00000185483	False
ENSG00000185499	True
ENSG00000185504	False
ENSG00000185507	True
ENSG00000185513	False
ENSG00000185515	False
ENSG00000185518	False
ENSG00000185519	False
ENSG00000185522	False
ENSG00000185523	False
ENSG00000185527	False
ENSG00000185532	False
ENSG00000185551	True
ENSG00000185559	False
ENSG00000185561	False
ENSG00000185565	False
ENSG00000185567	True
ENSG00000185585	True
ENSG00000185591	False
ENSG00000185594	False
ENSG00000185608	False
ENSG00000185610	False
ENSG00000185614	False
ENSG00000185615	False
ENSG00000185619	False
ENSG00000185621	False
ENSG00000185624	False
ENSG00000185627	False
ENSG00000185630	True
ENSG00000185633	False
ENSG00000185634	False
ENSG00000185640	False
ENSG00000185650	True
ENSG00000185651	False
ENSG00000185652	True
ENSG00000185658	False
ENSG00000185662	False
ENSG00000185664	False
ENSG00000185666	False
ENSG00000185668	False
ENSG00000185669	False
ENSG00000185670	False
ENSG00000185674	False
ENSG00000185681	False
ENSG00000185684	False
ENSG00000185686	True
ENSG00000185689	False
ENSG00000185697	True
ENSG00000185716	False
ENSG00000185721	False
ENSG00000185722	False
ENSG00000185728	False
ENSG00000185730	False
ENSG00000185736	False
ENSG00000185737	True
ENSG00000185739	False
ENSG00000185742	True
ENSG00000185745	False
ENSG00000185753	False
ENSG00000185758	False
ENSG00000185760	True
ENSG00000185761	False
ENSG00000185774	False
ENSG00000185775	False
ENSG00000185787	False
ENSG00000185792	False
ENSG00000185798	False
ENSG00000185800	False
ENSG00000185803	False
ENSG00000185808	False
ENSG00000185811	False
ENSG00000185813	False
ENSG00000185818	False
ENSG00000185821	False
ENSG00000185823	False
ENSG00000185825	False
ENSG00000185829	False
ENSG00000185838	False
ENSG00000185842	True
ENSG00000185860	True
ENSG00000185862	False
ENSG00000185864	True
ENSG00000185869	False
ENSG00000185873	False
ENSG00000185875	False
ENSG00000185880	False
ENSG00000185883	False
ENSG00000185885	True
ENSG00000185888	False
ENSG00000185894	False
ENSG00000185896	False
ENSG00000185897	False
ENSG00000185899	False
ENSG00000185900	False
ENSG00000185905	True
ENSG00000185909	True
ENSG00000185915	False
ENSG00000185917	False
ENSG00000185920	False
ENSG00000185924	False
ENSG00000185926	False
ENSG00000185933	False
ENSG00000185940	True
ENSG00000185942	False
ENSG00000185946	False
ENSG00000185947	False
ENSG00000185950	True
ENSG00000185955	False
ENSG00000185958	False
ENSG00000185960	True
ENSG00000185962	True
ENSG00000185963	False
ENSG00000185966	True
ENSG00000185972	False
ENSG00000185973	True
ENSG00000185974	False
ENSG00000185982	False
ENSG00000185985	True
ENSG00000185988	False
ENSG00000185989	True
ENSG00000186001	False
ENSG00000186007	True
ENSG00000186009	False
ENSG00000186010	False
ENSG00000186017	False
ENSG00000186020	False
ENSG00000186026	False
ENSG00000186038	False
ENSG00000186047	False
ENSG00000186049	True
ENSG00000186051	False
ENSG00000186063	False
ENSG00000186073	False
ENSG00000186074	False
ENSG00000186075	True
ENSG00000186081	False
ENSG00000186086	True
ENSG00000186088	True
ENSG00000186090	False
ENSG00000186092	False
ENSG00000186094	False
ENSG00000186103	False
ENSG00000186104	True
ENSG00000186105	False
ENSG00000186106	False
ENSG00000186111	False
ENSG00000186113	False
ENSG00000186115	False
ENSG00000186118	False
ENSG00000186119	False
ENSG00000186130	False
ENSG00000186132	False
ENSG00000186136	False
ENSG00000186141	False
ENSG00000186143	False
ENSG00000186146	False
ENSG00000186150	False
ENSG00000186153	True
ENSG00000186160	False
ENSG00000186166	False
ENSG00000186174	True
ENSG00000186184	False
ENSG00000186185	True
ENSG00000186187	False
ENSG00000186188	False
ENSG00000186190	True
ENSG00000186191	True
ENSG00000186193	True
ENSG00000186197	False
ENSG00000186198	True
ENSG00000186204	True
ENSG00000186205	True
ENSG00000186207	False
ENSG00000186212	True
ENSG00000186222	False
ENSG00000186226	True
ENSG00000186230	False
ENSG00000186231	False
ENSG00000186260	False
ENSG00000186265	False
ENSG00000186272	False
ENSG00000186280	False
ENSG00000186281	True
ENSG00000186283	False
ENSG00000186288	False
ENSG00000186297	True
ENSG00000186298	False
ENSG00000186300	False
ENSG00000186306	False
ENSG00000186310	True
