CCLE_name	in_metmap125	in_metmap500	depmap_id	name	site_of_origin	corrected_site_of_origin	site_of_origin_detail	corrected_site_of_origin_detail	primary_with_met	primary_met_3category	tissue	cancer_type	cancer_subtype	gender	age	age_bin	ethnicity	inferred_ethnicity
NCIH1944_LUNG	FALSE	TRUE	ACH-000414	NCIH1944	metastasis	metastasis	soft_tissue	soft tissue	0	metastasis	LUNG	lung cancer	non-small cell lung cancer (nsclc), adenocarcinoma	female	62	(60,70]	caucasian	caucasian
NCIH838_LUNG	FALSE	TRUE	ACH-000416	NCIH838	metastasis	metastasis	lymph_node	lymph node	0	metastasis	LUNG	lung cancer	non-small cell lung cancer (nsclc), adenocarcinoma	male	59	(50,60]	caucasian	caucasian
NCIH2228_LUNG	FALSE	TRUE	ACH-000447	NCIH2228	primary	primary	NA	NA	0	primary	LUNG	lung cancer	non-small cell lung cancer (nsclc), adenocarcinoma	female	NA	NA	NA	caucasian
RERFLCKJ_LUNG	FALSE	TRUE	ACH-000482	RERFLCKJ	primary	primary	NA	NA	0	primary	LUNG	lung cancer	non-small cell lung cancer (nsclc), adenocarcinoma	male	78	(70,80]	asian	asian
NCIH1792_LUNG	FALSE	TRUE	ACH-000496	NCIH1792	metastasis	metastasis	pleura	pleural effusion	0	metastasis	LUNG	lung cancer	non-small cell lung cancer (nsclc), adenocarcinoma	male	50	(40,50]	caucasian	caucasian
NCIH2030_LUNG	TRUE	TRUE	ACH-000521	NCIH2030	metastasis	metastasis	lymph_node	lymph node	0	metastasis	LUNG	lung cancer	non-small cell lung cancer (nsclc), adenocarcinoma	male	NA	NA	NA	caucasian
ABC1_LUNG	FALSE	TRUE	ACH-000528	ABC1	primary	metastasis	NA	pleural effusion	0	metastasis	LUNG	lung cancer	non-small cell lung cancer (nsclc), adenocarcinoma	male	47	(40,50]	asian	asian
HCC78_LUNG	FALSE	TRUE	ACH-000562	HCC78	metastasis	metastasis	pleura	pleural effusion	0	metastasis	LUNG	lung cancer	non-small cell lung cancer (nsclc), adenocarcinoma	male	65	(60,70]	caucasian	caucasian
NCIH1975_LUNG	TRUE	TRUE	ACH-000587	NCIH1975	primary	primary	NA	NA	0	primary	LUNG	lung cancer	non-small cell lung cancer (nsclc), adenocarcinoma	female	NA	NA	NA	caucasian
NCIH1437_LUNG	TRUE	TRUE	ACH-000589	NCIH1437	metastasis	metastasis	pleura	pleural effusion	0	metastasis	LUNG	lung cancer	non-small cell lung cancer (nsclc), adenocarcinoma	male	6	(0,10]	caucasian	caucasian
NCIH1355_LUNG	TRUE	TRUE	ACH-000666	NCIH1355	metastasis	metastasis	pleura	pleural effusion	0	metastasis	LUNG	lung cancer	non-small cell lung cancer (nsclc), adenocarcinoma	male	53	(50,60]	caucasian	caucasian
HCC44_LUNG	FALSE	TRUE	ACH-000667	HCC44	primary	primary	NA	NA	0	primary	LUNG	lung cancer	non-small cell lung cancer (nsclc), adenocarcinoma	female	54	(50,60]	caucasian	caucasian
SW1573_LUNG	FALSE	TRUE	ACH-000677	SW1573	primary	primary	NA	NA	0	primary	LUNG	lung cancer	non-small cell lung cancer (nsclc), adenocarcinoma	female	44	(40,50]	caucasian	caucasian
A549_LUNG	TRUE	TRUE	ACH-000681	A549	primary	primary	NA	NA	0	primary	LUNG	lung cancer	non-small cell lung cancer (nsclc), adenocarcinoma	male	58	(50,60]	caucasian	caucasian
NCIH1838_LUNG	FALSE	TRUE	ACH-000733	NCIH1838	primary	primary	NA	NA	0	primary	LUNG	lung cancer	non-small cell lung cancer (nsclc), adenocarcinoma	female	NA	NA	NA	caucasian
NCIH1623_LUNG	TRUE	TRUE	ACH-000744	NCIH1623	metastasis	metastasis	lymph_node	lymph node	0	metastasis	LUNG	lung cancer	non-small cell lung cancer (nsclc), adenocarcinoma	male	58	(50,60]	caucasian	caucasian
NCIH1648_LUNG	FALSE	TRUE	ACH-000766	NCIH1648	metastasis	metastasis	lymph_node	lymph node	0	metastasis	LUNG	lung cancer	non-small cell lung cancer (nsclc), adenocarcinoma	male	39	(30,40]	african_american	african_american
RERFLCAD2_LUNG	TRUE	TRUE	ACH-000774	RERFLCAD2	primary	primary	NA	NA	0	primary	LUNG	lung cancer	non-small cell lung cancer (nsclc), adenocarcinoma	male	NA	NA	asian	asian
NCIH2023_LUNG	FALSE	TRUE	ACH-000781	NCIH2023	metastasis	metastasis	lymph_node	lymph node	0	metastasis	LUNG	lung cancer	non-small cell lung cancer (nsclc), adenocarcinoma	male	26	(20,30]	caucasian	caucasian
NCIH2126_LUNG	FALSE	TRUE	ACH-000785	NCIH2126	metastasis	metastasis	pleura	pleural effusion	0	metastasis	LUNG	lung cancer	non-small cell lung cancer (nsclc), adenocarcinoma	male	65	(60,70]	caucasian	caucasian
LXF289_LUNG	FALSE	TRUE	ACH-000787	LXF289	primary	primary	NA	NA	0	primary	LUNG	lung cancer	non-small cell lung cancer (nsclc), adenocarcinoma	male	63	(60,70]	NA	caucasian
RERFLCAD1_LUNG	FALSE	TRUE	ACH-000791	RERFLCAD1	primary	primary	NA	NA	0	primary	LUNG	lung cancer	non-small cell lung cancer (nsclc), adenocarcinoma	male	70	(60,70]	asian	asian
NCIH322_LUNG	TRUE	TRUE	ACH-000837	NCIH322	primary	primary	NA	NA	0	primary	LUNG	lung cancer	non-small cell lung cancer (nsclc), adenocarcinoma	male	52	(50,60]	caucasian	caucasian
NCIH2087_LUNG	FALSE	TRUE	ACH-000841	NCIH2087	metastasis	metastasis	lymph_node	lymph node	0	metastasis	LUNG	lung cancer	non-small cell lung cancer (nsclc), adenocarcinoma	male	69	(60,70]	caucasian	caucasian
NCIH1373_LUNG	FALSE	TRUE	ACH-000845	NCIH1373	primary	metastasis	NA	pericardial effusion	0	metastasis	LUNG	lung cancer	non-small cell lung cancer (nsclc), adenocarcinoma	male	56	(50,60]	african_american	african_american
NCIH1435_LUNG	FALSE	TRUE	ACH-000852	NCIH1435	primary	primary	NA	NA	0	primary	LUNG	lung cancer	non-small cell lung cancer (nsclc), adenocarcinoma	female	35	(30,40]	NA	caucasian
NCIH358_LUNG	FALSE	TRUE	ACH-000860	NCIH358	primary	primary	NA	NA	1	primary_with_met	LUNG	lung cancer	non-small cell lung cancer (nsclc), adenocarcinoma	male	NA	NA	NA	caucasian
NCIH1568_LUNG	FALSE	TRUE	ACH-000869	NCIH1568	metastasis	metastasis	lymph_node	lymph node	0	metastasis	LUNG	lung cancer	non-small cell lung cancer (nsclc), adenocarcinoma	female	48	(40,50]	caucasian	caucasian
NCIH2347_LUNG	FALSE	TRUE	ACH-000875	NCIH2347	primary	primary	NA	NA	0	primary	LUNG	lung cancer	non-small cell lung cancer (nsclc), adenocarcinoma	female	54	(50,60]	caucasian	caucasian
NCIH2009_LUNG	FALSE	TRUE	ACH-000886	NCIH2009	metastasis	metastasis	lymph_node	lymph node	0	metastasis	LUNG	lung cancer	non-small cell lung cancer (nsclc), adenocarcinoma	female	68	(60,70]	caucasian	caucasian
NCIH1793_LUNG	TRUE	TRUE	ACH-000888	NCIH1793	primary	primary	NA	NA	0	primary	LUNG	lung cancer	non-small cell lung cancer (nsclc), adenocarcinoma	female	52	(50,60]	NA	caucasian
NCIH1563_LUNG	FALSE	TRUE	ACH-000892	NCIH1563	primary	primary	NA	NA	0	primary	LUNG	lung cancer	non-small cell lung cancer (nsclc), adenocarcinoma	male	NA	NA	NA	caucasian
NCIH1651_LUNG	FALSE	TRUE	ACH-000893	NCIH1651	primary	primary	NA	NA	0	primary	LUNG	lung cancer	non-small cell lung cancer (nsclc), adenocarcinoma	male	71	(70,80]	NA	caucasian
NCIH23_LUNG	FALSE	TRUE	ACH-000900	NCIH23	primary	primary	NA	NA	0	primary	LUNG	lung cancer	non-small cell lung cancer (nsclc), adenocarcinoma	male	51	(50,60]	african_american	african_american
NCIH1573_LUNG	FALSE	TRUE	ACH-000916	NCIH1573	metastasis	metastasis	soft_tissue	soft tissue	0	metastasis	LUNG	lung cancer	non-small cell lung cancer (nsclc), adenocarcinoma	female	35	(30,40]	caucasian	caucasian
DV90_LUNG	FALSE	TRUE	ACH-000925	DV90	metastasis	metastasis	pleura	pleural effusion	0	metastasis	LUNG	lung cancer	non-small cell lung cancer (nsclc), adenocarcinoma	male	50	(40,50]	NA	caucasian
NCIH650_LUNG	FALSE	TRUE	ACH-000945	NCIH650	metastasis	metastasis	lymph_node	lymph node	0	metastasis	LUNG	lung cancer	non-small cell lung cancer (nsclc), adenocarcinoma	male	NA	NA	caucasian	caucasian
NCIH596_LUNG	FALSE	TRUE	ACH-000628	NCIH596	primary	primary	NA	NA	0	primary	LUNG	lung cancer	non-small cell lung cancer (nsclc), adenosquamous carcinoma	male	73	(70,80]	caucasian	caucasian
HCC366_LUNG	FALSE	TRUE	ACH-000840	HCC366	primary	primary	NA	NA	0	primary	LUNG	lung cancer	non-small cell lung cancer (nsclc), adenosquamous carcinoma	female	80	(70,80]	NA	caucasian
HCC1195_LUNG	FALSE	TRUE	ACH-000868	HCC1195	primary	primary	NA	NA	0	primary	LUNG	lung cancer	non-small cell lung cancer (nsclc), adenosquamous carcinoma	male	47	(40,50]	african_american	african_american
CALU6_LUNG	FALSE	TRUE	ACH-000264	CALU6	primary	metastasis	NA	pleural effusion	0	metastasis	LUNG	lung cancer	non-small cell lung cancer (nsclc), anaplastic	female	61	(60,70]	caucasian	caucasian
NCIH1581_LUNG	FALSE	TRUE	ACH-000015	NCIH1581	primary	primary	NA	NA	1	primary_with_met	LUNG	lung cancer	non-small cell lung cancer (nsclc), large cell carcinoma	male	44	(40,50]	caucasian	caucasian
NCIH1915_LUNG	FALSE	TRUE	ACH-000434	NCIH1915	metastasis	metastasis	brain	brain	0	metastasis	LUNG	lung cancer	non-small cell lung cancer (nsclc), large cell carcinoma	female	61	(60,70]	caucasian	caucasian
LU99_LUNG	TRUE	TRUE	ACH-000444	LU99	primary	metastasis	NA	pleural tumor	0	metastasis	LUNG	lung cancer	non-small cell lung cancer (nsclc), large cell carcinoma	male	63	(60,70]	asian	asian
NCIH460_LUNG	FALSE	TRUE	ACH-000463	NCIH460	metastasis	metastasis	pleura	pleural effusion	0	metastasis	LUNG	lung cancer	non-small cell lung cancer (nsclc), large cell carcinoma	male	NA	NA	NA	caucasian
NCIH1299_LUNG	FALSE	TRUE	ACH-000510	NCIH1299	metastasis	metastasis	lymph_node	lymph node	0	metastasis	LUNG	lung cancer	non-small cell lung cancer (nsclc), large cell carcinoma	male	43	(40,50]	caucasian	caucasian
LCLC103H_LUNG	FALSE	TRUE	ACH-000627	LCLC103H	metastasis	metastasis	pleura	pleural effusion	0	metastasis	LUNG	lung cancer	non-small cell lung cancer (nsclc), large cell carcinoma	male	61	(60,70]	caucasian	caucasian
CORL23_LUNG	TRUE	TRUE	ACH-000662	CORL23	primary	metastasis	NA	pleural effusion	0	metastasis	LUNG	lung cancer	non-small cell lung cancer (nsclc), large cell carcinoma	male	62	(60,70]	caucasian	caucasian
IALM_LUNG	FALSE	TRUE	ACH-000672	IALM	metastasis	metastasis	skin	skin	0	metastasis	LUNG	lung cancer	non-small cell lung cancer (nsclc), large cell carcinoma	male	68	(60,70]	asian	asian
T3M10_LUNG	FALSE	TRUE	ACH-000813	T3M10	primary	metastasis	NA	lymph node	0	metastasis	LUNG	lung cancer	non-small cell lung cancer (nsclc), large cell carcinoma	male	40	(30,40]	asian	asian
NCIH661_LUNG	FALSE	TRUE	ACH-000853	NCIH661	metastasis	metastasis	lymph_node	lymph node	0	metastasis	LUNG	lung cancer	non-small cell lung cancer (nsclc), large cell carcinoma	male	43	(40,50]	caucasian	caucasian
HCC1438_LUNG	FALSE	TRUE	ACH-000891	HCC1438	primary	primary	NA	NA	0	primary	LUNG	lung cancer	non-small cell lung cancer (nsclc), large cell carcinoma	male	43	(40,50]	NA	african_american
HCC1359_LUNG	FALSE	TRUE	ACH-000901	HCC1359	primary	primary	NA	NA	0	primary	LUNG	lung cancer	non-small cell lung cancer (nsclc), large cell carcinoma	female	55	(50,60]	african_american	african_american
NCIH292_LUNG	FALSE	TRUE	ACH-001075	NCIH292	metastasis	metastasis	lymph_node	lymph node	0	metastasis	LUNG	lung cancer	non-small cell lung cancer (nsclc), mucoepidermoid carcinoma	female	32	(30,40]	african_american	african_american
LOUNH91_LUNG	FALSE	TRUE	ACH-000176	LOUNH91	primary	primary	NA	NA	1	primary_with_met	LUNG	lung cancer	non-small cell lung cancer (nsclc), squamous cell carcinoma	female	64	(60,70]	NA	caucasian
RERFLCAI_LUNG	FALSE	TRUE	ACH-000261	RERFLCAI	primary	metastasis	NA	pleural effusion	0	metastasis	LUNG	lung cancer	non-small cell lung cancer (nsclc), squamous cell carcinoma	male	NA	NA	NA	asian
NCIH226_LUNG	FALSE	TRUE	ACH-000367	NCIH226	metastasis	metastasis	pleura	pleural effusion	0	metastasis	LUNG	lung cancer	non-small cell lung cancer (nsclc), squamous cell carcinoma	male	NA	NA	NA	caucasian
LUDLU1_LUNG	FALSE	TRUE	ACH-000390	LUDLU1	primary	primary	NA	NA	0	primary	LUNG	lung cancer	non-small cell lung cancer (nsclc), squamous cell carcinoma	male	72	(70,80]	caucasian	caucasian
NCIH520_LUNG	FALSE	TRUE	ACH-000395	NCIH520	primary	primary	NA	NA	0	primary	LUNG	lung cancer	non-small cell lung cancer (nsclc), squamous cell carcinoma	male	NA	NA	NA	caucasian
HCC95_LUNG	FALSE	TRUE	ACH-000454	HCC95	primary	metastasis	NA	pleural effusion	0	metastasis	LUNG	lung cancer	non-small cell lung cancer (nsclc), squamous cell carcinoma	male	65	(60,70]	caucasian	caucasian
NCIH2170_LUNG	FALSE	TRUE	ACH-000481	NCIH2170	primary	primary	NA	NA	0	primary	LUNG	lung cancer	non-small cell lung cancer (nsclc), squamous cell carcinoma	male	NA	NA	NA	caucasian
CALU1_LUNG	FALSE	TRUE	ACH-000511	CALU1	metastasis	metastasis	pleura	pleural effusion	0	metastasis	LUNG	lung cancer	non-small cell lung cancer (nsclc), squamous cell carcinoma	male	47	(40,50]	caucasian	caucasian
SQ1_LUNG	FALSE	TRUE	ACH-000553	SQ1	primary	primary	NA	NA	0	primary	LUNG	lung cancer	non-small cell lung cancer (nsclc), squamous cell carcinoma	male	NA	NA	asian	asian
EBC1_LUNG	FALSE	TRUE	ACH-000563	EBC1	primary	metastasis	NA	skin	0	metastasis	LUNG	lung cancer	non-small cell lung cancer (nsclc), squamous cell carcinoma	male	69	(60,70]	asian	asian
SKMES1_LUNG	FALSE	TRUE	ACH-000665	SKMES1	metastasis	metastasis	pleura	pleural effusion	0	metastasis	LUNG	lung cancer	non-small cell lung cancer (nsclc), squamous cell carcinoma	male	65	(60,70]	caucasian	caucasian
SW900_LUNG	FALSE	TRUE	ACH-000669	SW900	primary	primary	NA	NA	0	primary	LUNG	lung cancer	non-small cell lung cancer (nsclc), squamous cell carcinoma	male	53	(50,60]	caucasian	caucasian
NCIH1703_LUNG	TRUE	TRUE	ACH-000747	NCIH1703	primary	primary	NA	NA	1	primary_with_met	LUNG	lung cancer	non-small cell lung cancer (nsclc), squamous cell carcinoma	male	54	(50,60]	caucasian	caucasian
LK2_LUNG	FALSE	TRUE	ACH-000769	LK2	primary	primary	NA	NA	0	primary	LUNG	lung cancer	non-small cell lung cancer (nsclc), squamous cell carcinoma	male	74	(70,80]	asian	asian
HARA_LUNG	TRUE	TRUE	ACH-000843	HARA	primary	metastasis	NA	pleural effusion	0	metastasis	LUNG	lung cancer	non-small cell lung cancer (nsclc), squamous cell carcinoma	male	57	(50,60]	asian	asian
KNS62_LUNG	TRUE	TRUE	ACH-000858	KNS62	primary	metastasis	NA	brain	0	metastasis	LUNG	lung cancer	non-small cell lung cancer (nsclc), squamous cell carcinoma	male	49	(40,50]	asian	asian
HCC15_LUNG	FALSE	TRUE	ACH-000878	HCC15	primary	primary	NA	NA	0	primary	LUNG	lung cancer	non-small cell lung cancer (nsclc), squamous cell carcinoma	male	47	(40,50]	african_american	african_american
HCC1588_LUNG	FALSE	TRUE	ACH-001078	HCC1588	primary	primary	NA	NA	0	primary	LUNG	lung cancer	non-small cell lung cancer (nsclc), squamous cell carcinoma	female	63	(60,70]	NA	caucasian
LC1SQSF_LUNG	FALSE	TRUE	ACH-001113	LC1SQSF	primary	primary	NA	NA	0	primary	LUNG	lung cancer	non-small cell lung cancer (nsclc), squamous cell carcinoma	male	69	(60,70]	asian	asian
NCIH2444_LUNG	FALSE	TRUE	ACH-000186	NCIH2444	primary	primary	NA	NA	0	primary	LUNG	lung cancer	non-small cell lung cancer (nsclc), unspecified	male	NA	NA	NA	caucasian
BEN_LUNG	FALSE	TRUE	ACH-000603	BEN	metastasis	metastasis	lymph_node	lymph node	0	metastasis	LUNG	lung cancer	non-small cell lung cancer (nsclc), unspecified	male	71	(70,80]	NA	caucasian
CAL12T_LUNG	TRUE	TRUE	ACH-000826	CAL12T	primary	primary	NA	NA	0	primary	LUNG	lung cancer	non-small cell lung cancer (nsclc), unspecified	male	NA	NA	NA	caucasian
NCIH2172_LUNG	TRUE	TRUE	ACH-000924	NCIH2172	primary	primary	NA	NA	0	primary	LUNG	lung cancer	non-small cell lung cancer (nsclc), unspecified	female	NA	NA	NA	african_american
NCIH2110_LUNG	FALSE	TRUE	ACH-000929	NCIH2110	metastasis	metastasis	pleura	pleural effusion	0	metastasis	LUNG	lung cancer	non-small cell lung cancer (nsclc), unspecified	NA	NA	NA	NA	african_american
NCIH841_LUNG	TRUE	TRUE	ACH-000292	NCIH841	metastasis	metastasis	lymph_node	lymph node	0	metastasis	LUNG	lung cancer	small cell lung cancer (sclc)	male	51	(50,60]	caucasian	caucasian
SBC5_LUNG	FALSE	TRUE	ACH-000670	SBC5	primary	metastasis	NA	pleural effusion	0	metastasis	LUNG	lung cancer	small cell lung cancer (sclc)	male	65	(60,70]	asian	asian
DMS273_LUNG	TRUE	TRUE	ACH-000749	DMS273	metastasis	metastasis	pleura	pleural effusion	0	metastasis	LUNG	lung cancer	small cell lung cancer (sclc)	female	50	(40,50]	NA	caucasian
NCIH446_LUNG	FALSE	TRUE	ACH-000800	NCIH446	metastasis	metastasis	pleura	pleural effusion	0	metastasis	LUNG	lung cancer	small cell lung cancer (sclc)	male	61	(60,70]	caucasian	caucasian
COLO668_LUNG	FALSE	TRUE	ACH-000803	COLO668	metastasis	metastasis	brain	brain	0	metastasis	LUNG	lung cancer	small cell lung cancer (sclc)	female	47	(40,50]	NA	caucasian
NCIH1048_LUNG	FALSE	TRUE	ACH-000866	NCIH1048	metastasis	metastasis	pleura	pleural effusion	0	metastasis	LUNG	lung cancer	small cell lung cancer (sclc)	female	53	(50,60]	NA	african_american
SW1271_LUNG	FALSE	TRUE	ACH-000890	SW1271	primary	primary	NA	NA	0	primary	LUNG	lung cancer	small cell lung cancer (sclc)	male	69	(60,70]	caucasian	caucasian
NCIH1339_LUNG	TRUE	TRUE	ACH-000921	NCIH1339	metastasis	metastasis	pleura	pleural effusion	0	metastasis	LUNG	lung cancer	small cell lung cancer (sclc)	female	49	(40,50]	caucasian	african_american
A101D_SKIN	FALSE	TRUE	ACH-000008	A101D	primary	primary	NA	NA	0	primary	SKIN	melanoma		male	56	(50,60]	caucasian	caucasian
HS294T_SKIN	TRUE	TRUE	ACH-000014	HS294T	metastasis	metastasis	lymph_node	lymph node	0	metastasis	SKIN	melanoma		male	56	(50,60]	caucasian	caucasian
A375_SKIN	FALSE	TRUE	ACH-000219	A375	primary	primary	NA	NA	0	primary	SKIN	melanoma		female	54	(50,60]	NA	caucasian
HS852T_SKIN	FALSE	TRUE	ACH-000274	HS852T	primary	primary	NA	NA	0	primary	SKIN	melanoma		male	53	(50,60]	asian	asian
HT144_SKIN	TRUE	TRUE	ACH-000322	HT144	metastasis	metastasis	subcutaneous_tissue	subcutaneous tissue	0	metastasis	SKIN	melanoma		male	29	(20,30]	caucasian	caucasian
COLO800_SKIN	FALSE	TRUE	ACH-000401	COLO800	primary	metastasis	NA	subcutaneous tissue	0	metastasis	SKIN	melanoma		male	14	(10,20]	NA	caucasian
K029AX_SKIN	FALSE	TRUE	ACH-000404	K029AX	primary	primary	NA	NA	0	primary	SKIN	melanoma		NA	NA	NA	NA	caucasian
SKMEL3_SKIN	FALSE	TRUE	ACH-000423	SKMEL3	metastasis	metastasis	lymph_node	lymph node	0	metastasis	SKIN	melanoma		female	42	(40,50]	caucasian	caucasian
UACC62_SKIN	TRUE	TRUE	ACH-000425	UACC62	primary	primary	NA	NA	0	primary	SKIN	melanoma		NA	NA	NA	NA	caucasian
SH4_SKIN	TRUE	TRUE	ACH-000441	SH4	metastasis	metastasis	pleura	pleural effusion	0	metastasis	SKIN	melanoma		female	60	(50,60]	caucasian	caucasian
MELHO_SKIN	TRUE	TRUE	ACH-000450	MELHO	primary	primary	NA	NA	0	primary	SKIN	melanoma		female	NA	NA	NA	caucasian
CJM_SKIN	FALSE	TRUE	ACH-000458	CJM	metastasis	metastasis	NS	NS	0	metastasis	SKIN	melanoma		NA	NA	NA	NA	asian
MALME3M_SKIN	FALSE	TRUE	ACH-000477	MALME3M	metastasis	metastasis	lung	lung	0	metastasis	SKIN	melanoma		male	43	(40,50]	caucasian	caucasian
G361_SKIN	TRUE	TRUE	ACH-000572	G361	primary	primary	NA	NA	0	primary	SKIN	melanoma		male	31	(30,40]	caucasian	caucasian
UACC257_SKIN	FALSE	TRUE	ACH-000579	UACC257	primary	primary	NA	NA	0	primary	SKIN	melanoma		NA	NA	NA	NA	caucasian
COLO741_SKIN	FALSE	TRUE	ACH-000582	COLO741	metastasis	metastasis	pelvic_wall	pelvic wall	0	metastasis	SKIN	melanoma		female	69	(60,70]	NA	caucasian
RVH421_SKIN	FALSE	TRUE	ACH-000614	RVH421	metastasis	metastasis	brain	brain	0	metastasis	SKIN	melanoma		male	28	(20,30]	caucasian	caucasian
HS944T_SKIN	FALSE	TRUE	ACH-000632	HS944T	metastasis	metastasis	lymph_node	lymph node	0	metastasis	SKIN	melanoma		male	51	(50,60]	caucasian	caucasian
IGR37_SKIN	FALSE	TRUE	ACH-000650	IGR37	metastasis	metastasis	lymph_node	lymph node	0	metastasis	SKIN	melanoma		male	26	(20,30]	NA	caucasian
WM1799_SKIN	FALSE	TRUE	ACH-000661	WM1799	primary	metastasis	NA	NS	0	metastasis	SKIN	melanoma		male	NA	NA	NA	caucasian
SKMEL5_SKIN	TRUE	TRUE	ACH-000730	SKMEL5	metastasis	metastasis	axillary_node	lymph node	0	metastasis	SKIN	melanoma		female	24	(20,30]	caucasian	caucasian
LOXIMVI_SKIN	FALSE	TRUE	ACH-000750	LOXIMVI	primary	metastasis	NA	lymph node	0	metastasis	SKIN	melanoma		male	58	(50,60]	caucasian	caucasian
WM983B_SKIN	FALSE	TRUE	ACH-000765	WM983B	primary	metastasis	NA	inguinal lymph node	0	metastasis	SKIN	melanoma		male	54	(50,60]	NA	caucasian
A2058_SKIN	FALSE	TRUE	ACH-000788	A2058	metastasis	metastasis	lymph_node	lymph node	0	metastasis	SKIN	melanoma		male	43	(40,50]	caucasian	caucasian
COLO679_SKIN	FALSE	TRUE	ACH-000805	COLO679	metastasis	metastasis	soft_tissue	soft tissue	0	metastasis	SKIN	melanoma		female	47	(40,50]	NA	caucasian
SKMEL30_SKIN	FALSE	TRUE	ACH-000810	SKMEL30	metastasis	metastasis	skin	skin	0	metastasis	SKIN	melanoma		male	67	(60,70]	caucasian	caucasian
COLO783_SKIN	FALSE	TRUE	ACH-000812	COLO783	metastasis	metastasis	lymph_node	lymph node	0	metastasis	SKIN	melanoma		female	48	(40,50]	NA	caucasian
HS939T_SKIN	FALSE	TRUE	ACH-000814	HS939T	primary	primary	NA	NA	0	primary	SKIN	melanoma		female	24	(20,30]	caucasian	caucasian
SKMEL24_SKIN	TRUE	TRUE	ACH-000822	SKMEL24	metastasis	metastasis	lymph_node	lymph node	0	metastasis	SKIN	melanoma		male	67	(60,70]	caucasian	caucasian
WM793_SKIN	TRUE	TRUE	ACH-000827	WM793	primary	primary	NA	NA	0	primary	SKIN	melanoma		male	37	(30,40]	NA	caucasian
MELJUSO_SKIN	TRUE	TRUE	ACH-000881	MELJUSO	primary	primary	NA	NA	0	primary	SKIN	melanoma		female	58	(50,60]	NA	caucasian
IGR1_SKIN	FALSE	TRUE	ACH-000882	IGR1	metastasis	metastasis	lymph_node	lymph node	0	metastasis	SKIN	melanoma		male	42	(40,50]	NA	caucasian
MDAMB435S_SKIN	TRUE	TRUE	ACH-000884	MDAMB435S	primary	metastasis	NA	pleural effusion	0	metastasis	SKIN	melanoma		female	31	(30,40]	caucasian	caucasian
WM88_SKIN	FALSE	TRUE	ACH-000899	WM88	primary	metastasis	NA	NS	0	metastasis	SKIN	melanoma		male	NA	NA	NA	caucasian
IPC298_SKIN	FALSE	TRUE	ACH-000915	IPC298	primary	primary	NA	NA	0	primary	SKIN	melanoma		female	64	(60,70]	NA	caucasian
COLO792_SKIN	FALSE	TRUE	ACH-000968	COLO792	metastasis	metastasis	brain	brain	0	metastasis	SKIN	melanoma		male	62	(60,70]	NA	caucasian
MEWO_SKIN	FALSE	TRUE	ACH-000987	MEWO	metastasis	metastasis	lymph_node	lymph node	0	metastasis	SKIN	melanoma		male	78	(70,80]	caucasian	caucasian
CHL1_SKIN	FALSE	TRUE	ACH-001024	CHL1	primary	metastasis	NA	pleural effusion	0	metastasis	SKIN	melanoma		female	36	(30,40]	NA	caucasian
SKMEL2_SKIN	FALSE	TRUE	ACH-001190	SKMEL2	metastasis	metastasis	skin	skin	0	metastasis	SKIN	melanoma		male	60	(50,60]	caucasian	caucasian
WM2664_SKIN	FALSE	TRUE	ACH-001239	WM2664	metastasis	metastasis	skin	skin	0	metastasis	SKIN	melanoma		female	55	(50,60]	NA	caucasian
ACCMESO1_PLEURA	FALSE	TRUE	ACH-000086	ACCMESO1	metastasis	metastasis	pleura	pleural effusion	0	metastasis	PLEURA	mesothelioma		female	61	(60,70]	asian	asian
NCIH2452_PLEURA	FALSE	TRUE	ACH-000092	NCIH2452	metastasis	metastasis	pleura	pleural effusion	0	metastasis	PLEURA	mesothelioma		male	NA	NA	NA	caucasian
NCIH2052_PLEURA	TRUE	TRUE	ACH-000153	NCIH2052	metastasis	metastasis	pleura	pleural effusion	0	metastasis	PLEURA	mesothelioma		male	65	(60,70]	caucasian	caucasian
MPP89_PLEURA	FALSE	TRUE	ACH-000319	MPP89	metastasis	metastasis	pleura	pleural effusion	0	metastasis	PLEURA	mesothelioma		male	67	(60,70]	NA	caucasian
ISTMES2_PLEURA	FALSE	TRUE	ACH-000331	ISTMES2	metastasis	metastasis	pleura	pleural effusion	0	metastasis	PLEURA	mesothelioma		male	71	(70,80]	caucasian	caucasian
MSTO211H_PLEURA	FALSE	TRUE	ACH-000335	MSTO211H	metastasis	metastasis	pleura	pleural effusion	0	metastasis	PLEURA	mesothelioma		male	62	(60,70]	caucasian	caucasian
ISTMES1_PLEURA	TRUE	TRUE	ACH-000569	ISTMES1	primary	metastasis	NA	pleural effusion	0	metastasis	PLEURA	mesothelioma		female	70	(60,70]	caucasian	caucasian
JL1_PLEURA	TRUE	FALSE	ACH-000645	JL1	metastasis	metastasis	pleura	pleural effusion	NA	NA	PLEURA	mesothelioma		male	54	(50,60]	NA	na
NCIH28_PLEURA	FALSE	TRUE	ACH-000648	NCIH28	metastasis	metastasis	pleura	pleural effusion	0	metastasis	PLEURA	mesothelioma		male	48	(40,50]	caucasian	african_american
MHHNB11_AUTONOMIC_GANGLIA	FALSE	TRUE	ACH-000078	MHHNB11	metastasis	metastasis	adrenal	adrenal	0	metastasis	AUTONOMIC_GANGLIA	neuroblastoma		male	4	(0,10]	caucasian	caucasian
